"";"diputadoId";"nombre";"distrito";"bloqueId";"color";"bloque";"bloqueAbreviado";"periodo";"cluster"
"1553";155;"CANELA, Susana Mercedes";"Salta";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"1573";157;"CANTERO GUTIERREZ, Alberto";"Córdoba";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"1642";164;"CARCA, Elisa Beatriz";"Buenos Aires";17;"#2ca02c";"Coalición Cívica - ARI - GEN - UPT";"CC-ARI-GEN";2008;3
"1663";166;"CARLOTTO, Remo Gerardo";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"1683";168;"CARMONA, María Araceli";"Corrientes";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"1751";175;"CASELLES, Graciela María";"San Juan";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"1871";187;"CEJAS, Jorge Alberto";"Rio Negro";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"1903";190;"CESAR, Nora";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"1961";196;"CHIQUICHANO, Rosa Laudelina";"Chubut";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"2005";200;"CIGOGNA, Luis Francisco Jorge";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"2053";205;"COLLANTES, Genaro";"Catamarca";48;"#ffffff";"Frente Cívico y Social de Catamarca";"Frente Cívico y Social de Catamarca";2008;2
"2075";207;"COMELLI, Alicia Marcela";"Neuquén";87;"#ffffff";"Movimiento Popular Neuquino";"Movimiento Popular Neuquino";2008;1
"2113";211;"CONTI, Diana Beatriz";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"2133";213;"CORDOBA, José Manuel";"Santa Cruz";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"2145";214;"CORDOBA, Stella Maris";"Tucumán";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"2191";219;"CORTINA, Roy";"Cdad.Aut.Bs.As.";104;"#fa58f4";"Partido Socialista";"PS";2008;1
"2213";221;"COSCIA, Jorge Edmundo";"Cdad.Aut.Bs.As.";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"2261";226;"CREMER de BUSTI, María Cristina";"Entre Ríos";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"2271";227;"CUCCOVILLO, Ricardo Oscar";"Buenos Aires";104;"#fa58f4";"Partido Socialista";"PS";2008;1
"2283";228;"CUEVAS, Hugo Oscar";"Rio Negro";26;"#ffffff";"De la Concertación";"De la Concertación";2008;1
"2304";230;"CUSINATO, José César Gustavo";"Entre Ríos";147;"#d62728";"Unión Cívica Radical";"UCR";2008;3
"2315";231;"DAHER, Zulema Beatríz";"Salta";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;2
"2323";232;"DALLA FONTANA, Ariel";"Santa Fe";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"2341";234;"DAMILANO GRIVARELLO, Viviana Mónica";"Chaco";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"2351";235;"DATO, Alfredo Carlos";"Tucumán";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"2435";243;"DE LA ROSA, Maria Graciela";"Formosa";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"2443";244;"DE MARCHI, Omar Bruno";"Mendoza";30;"#ffffff";"Demócrata de Mendoza";"Demócrata de Mendoza";2008;3
"2453";245;"DE NARVAEZ, Francisco";"Buenos Aires";146;"#ffffff";"Unión Celeste y Blanco";"Unión Celeste y Blanco";2008;3
"2491";249;"DEL CAMPILLO, Héctor Eduardo";"Córdoba";147;"#d62728";"Unión Cívica Radical";"UCR";2008;2
"2523";252;"DELICH, Francisco";"Córdoba";103;"#ffffff";"Partido Nuevo Contra la Corrupción";"Partido Nuevo Contra la Corrupción";2008;3
"2543";254;"DEPETRI, Edgardo Fernando";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"2603";260;"di TULLIO, Juliana";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"2615";261;"DIAZ BANCALARI, José María";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"2633";263;"DIAZ ROIG, Juan Carlos";"Formosa";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"2645";264;"DIAZ, Susana Eladia";"Tucumán";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"2651";265;"DIEZ, María Inés";"Salta";127;"#ffffff";"Renovador de Salta";"Renovador de Salta";2008;2
"2681";268;"DONDA PEREZ, Victoria Analía";"Buenos Aires";38;"#ffffff";"Encuentro Popular y Social";"Encuentro Popular y Social";2008;1
"2703";270;"DOVENA, Miguel Dante";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"2771";277;"ERRO, Norberto Pedro";"Buenos Aires";26;"#ffffff";"De la Concertación";"De la Concertación";2008;1
"2824";282;"FABRIS, Luciano";"Chaco";147;"#d62728";"Unión Cívica Radical";"UCR";2008;2
"2835";283;"FADEL, Patricia Susana";"Mendoza";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"2901";290;"FEIN, Mónica Hayde";"Santa Fe";104;"#fa58f4";"Partido Socialista";"PS";2008;3
"293";293;"FELLNER, Eduardo Alfredo";"Jujuy";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"2951";295;"FERNANDEZ BASUALDO, Luis María";"Formosa";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"3011";301;"FERNANDEZ, Marcelo Omar";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"3033";303;"FERRA DE BARTOL, Margarita";"San Juan";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"3113";311;"FERRO, Francisco José";"Buenos Aires";17;"#2ca02c";"Coalición Cívica - ARI - GEN - UPT";"CC-ARI-GEN";2008;2
"3155";315;"FIOL, Paulina Esther";"Santa Fe";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"3171";317;"FLORES, Héctor";"Buenos Aires";17;"#2ca02c";"Coalición Cívica - ARI - GEN - UPT";"CC-ARI-GEN";2008;2
"3273";327;"GALANTINI, Eduardo";"Corrientes";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"3302";330;"GALVALISI, Luis Alberto";"Cdad.Aut.Bs.As.";118;"#e7ba52";"Propuesta Republicana";"PRO";2008;2
"3323";332;"GARCIA de MORENO, Eva";"Chubut";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"3331";333;"GARCIA HAMILTON, José Ignacio";"Tucumán";147;"#d62728";"Unión Cívica Radical";"UCR";2008;2
"3353";335;"GARCIA MENDEZ, Emilio";"Cdad.Aut.Bs.As.";136;"#ffffff";"Solidaridad e Igualdad (SI) - ARI (T.D.F)";"Solidaridad e Igualdad (SI) - ARI (T.D.F)";2008;2
"3391";339;"GARCIA, Irma Adriana";"La Pampa";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;2
"3403";340;"GARCIA, María Teresa";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"3415";341;"GARCIA, Susana Rosa";"Santa Fe";17;"#2ca02c";"Coalición Cívica - ARI - GEN - UPT";"CC-ARI-GEN";2008;2
"3421";342;"GARDELLA, Patricia Susana";"Buenos Aires";146;"#ffffff";"Unión Celeste y Blanco";"Unión Celeste y Blanco";2008;3
"3523";352;"GENEM, Amanda Susana";"Mendoza";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"3541";354;"GEREZ, Elda Ramona";"Santa Fe";104;"#fa58f4";"Partido Socialista";"PS";2008;1
"3581";358;"GIANNETTASIO, Graciela María";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"3601";360;"GIL LOZANO, Claudia Fernanda";"Cdad.Aut.Bs.As.";17;"#2ca02c";"Coalición Cívica - ARI - GEN - UPT";"CC-ARI-GEN";2008;2
"3616";361;"GINZBURG, Nora";"Cdad.Aut.Bs.As.";61;"#ffffff";"Frente por los Derechos Ciudadanos";"Frente por los Derechos Ciudadanos";2008;2
"3625";362;"GIOJA, Juan Carlos";"San Juan";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"3645";364;"GIUBERGIA, Miguel Angel";"Jujuy";147;"#d62728";"Unión Cívica Radical";"UCR";2008;2
"3655";365;"GIUDICI, Silvana Myriam";"Cdad.Aut.Bs.As.";147;"#d62728";"Unión Cívica Radical";"UCR";2008;2
"3685";368;"GODOY, Ruperto Eduardo";"San Juan";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"3731";373;"GONZALEZ, Juan Dante";"Mendoza";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"3745";374;"GONZALEZ, María América";"Cdad.Aut.Bs.As.";136;"#ffffff";"Solidaridad e Igualdad (SI) - ARI (T.D.F)";"Solidaridad e Igualdad (SI) - ARI (T.D.F)";2008;1
"3752";375;"GONZALEZ, Nancy Susana";"Chubut";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"3793";379;"GORBACZ, Leonardo Ariel";"Tierra del Fuego";136;"#ffffff";"Solidaridad e Igualdad (SI) - ARI (T.D.F)";"Solidaridad e Igualdad (SI) - ARI (T.D.F)";2008;1
"3821";382;"GRIBAUDO, Christian Alejandro";"Buenos Aires";118;"#e7ba52";"Propuesta Republicana";"PRO";2008;2
"3871";387;"GULLO, Juan Carlos Dante";"Cdad.Aut.Bs.As.";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"3903";390;"GUTIERREZ, Graciela Beatriz";"Santa Cruz";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;2
"3951";395;"HALAK, Beatriz Susana";"Córdoba";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"3983";398;"HEREDIA, Arturo Miguel";"Córdoba";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"4014";401;"HERRERA, Alberto";"Tucumán";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"4025";402;"HERRERA, Griselda Noemí";"La Rioja";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"4031";403;"HERRERA, José Alberto";"Santiago del Estero";44;"#4b088a";"Frente Cívico por Santiago";"Frente Cívico por Santiago";2008;1
"4061";406;"HOTTON, Cynthia Liliana";"Cdad.Aut.Bs.As.";118;"#e7ba52";"Propuesta Republicana";"PRO";2008;2
"4111";411;"IBARRA, Vilma Lidia";"Cdad.Aut.Bs.As.";38;"#ffffff";"Encuentro Popular y Social";"Encuentro Popular y Social";2008;2
"4121";412;"IGLESIAS, Fernando Adolfo";"Cdad.Aut.Bs.As.";17;"#2ca02c";"Coalición Cívica - ARI - GEN - UPT";"CC-ARI-GEN";2008;4
"4143";414;"ILARREGUI, Luis Alfredo";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"4185";418;"IRRAZABAL, Juan Manuel";"Misiones";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"4217";421;"ITURRIETA, Miguel Angel";"Misiones";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"4323";432;"KAKUBUR, Emilio";"Misiones";33;"#ffffff";"Dignidad Peronista";"Dignidad Peronista";2008;1
"4332";433;"KATZ, Daniel";"Buenos Aires";20;"#ffffff";"Consenso Federal";"Consenso Federal";2008;2
"4341";434;"KENNY, Eduardo Enrique Federico";"La Pampa";147;"#d62728";"Unión Cívica Radical";"UCR";2008;2
"4361";436;"KORENFELD, Beatriz Liliana";"Santa Cruz";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"4383";438;"KRONEBERGER, Daniel Ricardo";"La Pampa";147;"#d62728";"Unión Cívica Radical";"UCR";2008;2
"4403";440;"KUNKEL, Carlos Miguel";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"4441";444;"LANCETA, Rubén Orfel";"Buenos Aires";147;"#d62728";"Unión Cívica Radical";"UCR";2008;2
"4454";445;"LANDAU, Jorge Alberto";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"4491";449;"LEDESMA, Julio Rubén";"Buenos Aires";146;"#ffffff";"Unión Celeste y Blanco";"Unión Celeste y Blanco";2008;3
"4511";451;"LEGUIZAMON, María Laura";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"4533";453;"LEMOS, Silvia";"Mendoza";147;"#d62728";"Unión Cívica Radical";"UCR";2008;2
"454";454;"LENZ, María Beatriz";"Cdad.Aut.Bs.As.";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"4571";457;"LEVERBERG, Stella Maris";"Misiones";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"4601";460;"LINARES, María Virginia";"Buenos Aires";17;"#2ca02c";"Coalición Cívica - ARI - GEN - UPT";"CC-ARI-GEN";2008;2
"464";464;"LLANOS, Edith";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"4661";466;"LLERA, Timoteo";"Misiones";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"4681";468;"LOPEZ ARIAS, Marcelo Eduardo";"Salta";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;3
"4701";470;"LOPEZ, Ernesto Segundo";"San Juan";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"4732";473;"LOPEZ, Rafael Angel";"Formosa";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"4743";474;"LORENZO BOROCOTO, Eduardo";"Cdad.Aut.Bs.As.";84;"#ffffff";"Movimiento Independiente";"Movimiento Independiente";2008;2
"4805";480;"LOZANO, Claudio Raúl";"Cdad.Aut.Bs.As.";12;"#ffffff";"Bs. As. para Todos en Proyecto Sur";"Bs. As. para Todos en Proyecto Sur";2008;2
"4841";484;"LUNA de MARCOS, Ana Zulema";"Santiago del Estero";44;"#4b088a";"Frente Cívico por Santiago";"Frente Cívico por Santiago";2008;1
"4853";485;"LUSQUIÑOS, Luis Bernardo";"San Luis";53;"#ffffff";"Frente Justicia Unión y Libertad";"Frente Justicia Unión y Libertad";2008;2
"4875";487;"MACALUSE, Eduardo Gabriel";"Buenos Aires";136;"#ffffff";"Solidaridad e Igualdad (SI) - ARI (T.D.F)";"Solidaridad e Igualdad (SI) - ARI (T.D.F)";2008;1
"4975";497;"MARCONATO, Gustavo Angel";"Santa Fe";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"4993";499;"MARINO, Adriana del Carmen";"San Juan";62;"#ffffff";"Frente Producción y Trabajo";"Frente Producción y Trabajo";2008;3
"5011";501;"MARTIARENA, Mario Humberto";"Jujuy";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"5021";502;"MARTIN, María Elena";"Santa Fe";104;"#fa58f4";"Partido Socialista";"PS";2008;1
"5053";505;"MARTINEZ GARBINO, Emilio";"Entre Ríos";19;"#ffffff";"Concertación Entrerriana";"Concertación Entrerriana";2008;3
"5071";507;"MARTINEZ ODDONE, Heriberto Agustín";"Córdoba";147;"#d62728";"Unión Cívica Radical";"UCR";2008;2
"5173";517;"MASSEI, Oscar Ermelindo";"Neuquén";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"5271";527;"MERCHAN, Paula Cecilia";"Córdoba";38;"#ffffff";"Encuentro Popular y Social";"Encuentro Popular y Social";2008;1
"5291";529;"MERLO, Mario Raúl";"San Luis";53;"#ffffff";"Frente Justicia Unión y Libertad";"Frente Justicia Unión y Libertad";2008;3
"5393";539;"MOISES, María Carolina";"Jujuy";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;3
"5472";547;"MONTERO, Laura Gisela";"Mendoza";20;"#ffffff";"Consenso Federal";"Consenso Federal";2008;2
"5505";550;"MONTOYA, Jorge Luciano";"Córdoba";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;3
"5521";552;"MORAN, Juan Carlos";"Buenos Aires";17;"#2ca02c";"Coalición Cívica - ARI - GEN - UPT";"CC-ARI-GEN";2008;2
"5533";553;"MORANDINI, Norma Elena";"Córdoba";80;"#ffffff";"Memoria y Democracia";"Memoria y Democracia";2008;2
"5541";554;"MORANTE, Antonio Arnaldo María";"Chaco";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"5571";557;"MOREJON, Manuel Amor";"Chubut";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"5583";558;"MORENO, Carlos Julio";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"5591";559;"MORGADO, Claudio Marcelo";"Cdad.Aut.Bs.As.";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"5603";560;"MORINI, Pedro Juan";"Santa Fe";147;"#d62728";"Unión Cívica Radical";"UCR";2008;2
"5653";565;"MULLER, Mabel Hilda";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"5672";567;"NAIM, Lidia Lucía";"Buenos Aires";136;"#ffffff";"Solidaridad e Igualdad (SI) - ARI (T.D.F)";"Solidaridad e Igualdad (SI) - ARI (T.D.F)";2008;2
"5775";577;"NIEVA, Alejandro Mario";"Jujuy";147;"#d62728";"Unión Cívica Radical";"UCR";2008;2
"5782";578;"OBEID, Jorge Alberto";"Santa Fe";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;3
"5791";579;"OBIGLIO, Julián Martín";"Cdad.Aut.Bs.As.";118;"#e7ba52";"Propuesta Republicana";"PRO";2008;2
"5813";581;"OLIVA, Cristian Rodolfo";"Santiago del Estero";44;"#4b088a";"Frente Cívico por Santiago";"Frente Cívico por Santiago";2008;3
"5905";590;"OSORIO, Marta Lucía";"La Pampa";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"5942";594;"PAIS, Juan Mario";"Chubut";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"6011";601;"PAREDES URQUIZA, Alberto Nicolás";"La Rioja";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"6041";604;"PAROLI, Raúl Omar";"Catamarca";48;"#ffffff";"Frente Cívico y Social de Catamarca";"Frente Cívico y Social de Catamarca";2008;2
"6061";606;"PASINI, Ariel Osvaldo";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"6073";607;"PASTORIZA, Eduardo";"Catamarca";8;"#ffffff";"Bloque por la Verdad";"Bloque por la Verdad";2008;2
"6081";608;"PASTORIZA, Mirta Ameliana";"Santiago del Estero";44;"#4b088a";"Frente Cívico por Santiago";"Frente Cívico por Santiago";2008;1
"6132";613;"PERALTA, Fabián Francisco";"Santa Fe";17;"#2ca02c";"Coalición Cívica - ARI - GEN - UPT";"CC-ARI-GEN";2008;2
"6141";614;"PEREYRA, Guillermo Antonio";"Mendoza";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"6191";619;"PEREZ, Jorge Raúl";"Santiago del Estero";44;"#4b088a";"Frente Cívico por Santiago";"Frente Cívico por Santiago";2008;1
"6205";620;"PEREZ, José Adrián";"Buenos Aires";17;"#2ca02c";"Coalición Cívica - ARI - GEN - UPT";"CC-ARI-GEN";2008;3
"6225";622;"PERIE, Hugo Rubén";"Corrientes";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"6232";623;"PERIE, Julia Argentina";"Misiones";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"6281";628;"PETIT, María de los Angeles";"Entre Ríos";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"6355";635;"PINEDO, Federico";"Cdad.Aut.Bs.As.";118;"#e7ba52";"Propuesta Republicana";"PRO";2008;3
"6405";640;"POGGI, Claudio Javier";"San Luis";53;"#ffffff";"Frente Justicia Unión y Libertad";"Frente Justicia Unión y Libertad";2008;2
"6421";642;"PORTELA, Agustín Alberto";"Corrientes";147;"#d62728";"Unión Cívica Radical";"UCR";2008;2
"6433";643;"PORTO, Héctor Norberto";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"6461";646;"PRIETO, Hugo Nelson";"Neuquén";26;"#ffffff";"De la Concertación";"De la Concertación";2008;1
"6511";651;"PUIGGROS, Adriana Victoria";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"6554";655;"QUIROZ, Elsa Siria";"Buenos Aires";17;"#2ca02c";"Coalición Cívica - ARI - GEN - UPT";"CC-ARI-GEN";2008;2
"6564";656;"RAIMUNDI, Carlos Alberto";"Buenos Aires";136;"#ffffff";"Solidaridad e Igualdad (SI) - ARI (T.D.F)";"Solidaridad e Igualdad (SI) - ARI (T.D.F)";2008;1
"6614";661;"RECALDE, Héctor Pedro";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"6641";664;"REJAL, Jesús Fernando";"La Rioja";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"6651";665;"REYES, María Fernanda";"Cdad.Aut.Bs.As.";17;"#2ca02c";"Coalición Cívica - ARI - GEN - UPT";"CC-ARI-GEN";2008;2
"6685";668;"RICO, María del Carmen Cecilia";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"6701";670;"RIOBOO, Sandra Adriana";"Buenos Aires";147;"#d62728";"Unión Cívica Radical";"UCR";2008;3
"6784";678;"RIVAS, Jorge";"Buenos Aires";90;"#ffffff";"No Integra Bloque";"No Integra Bloque";2008;3
"6851";685;"RODRIGUEZ, Evaristo Arturo";"Santa Cruz";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"6875";687;"RODRIGUEZ, Marcela Virginia";"Buenos Aires";17;"#2ca02c";"Coalición Cívica - ARI - GEN - UPT";"CC-ARI-GEN";2008;2
"6914";691;"ROJKES de ALPEROVICH, Beatriz Liliana";"Tucumán";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"6922";692;"ROLDAN, José María";"Corrientes";49;"#ffffff";"Frente de Todos";"Frente de Todos";2008;3
"6942";694;"ROMAN, Carmen";"Formosa";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"7024";702;"ROSSI, Agustín Oscar";"Santa Fe";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"7032";703;"ROSSI, Alejandro Luis";"Santa Fe";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"7042";704;"ROSSI, Cipriana Lorena";"Rio Negro";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;2
"7122";712;"RUIZ, Ramón";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"7183";718;"SALIM, Juan Arturo";"Tucumán";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"7193";719;"SALUM, Osvaldo Rubén";"Salta";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"7201";720;"SANCHEZ, Fernando";"Cdad.Aut.Bs.As.";17;"#2ca02c";"Coalición Cívica - ARI - GEN - UPT";"CC-ARI-GEN";2008;2
"7224";722;"SANTANDER, Mario";"La Rioja";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"727";727;"SAPAG, Silvia Estela";"Neuquén";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"7294";729;"SARGHINI, Jorge Emilio";"Buenos Aires";75;"#ffffff";"Justicialista Nacional";"Justicialista Nacional";2008;3
"7311";731;"SATRAGNO, Lidia Elsa";"Buenos Aires";118;"#e7ba52";"Propuesta Republicana";"PRO";2008;2
"7331";733;"SCALESI, Juan Carlos";"Rio Negro";20;"#ffffff";"Consenso Federal";"Consenso Federal";2008;1
"7371";737;"SCIUTTO, Rubén Darío";"Tierra del Fuego";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"7391";739;"SEGARRA, Adela Rosa";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"7421";742;"SEREBRINSKY, Gustavo Eduardo";"Buenos Aires";26;"#ffffff";"De la Concertación";"De la Concertación";2008;1
"7433";743;"SESMA, Laura Judith";"Córdoba";104;"#fa58f4";"Partido Socialista";"PS";2008;3
"7455";745;"SLUGA, Juan Carlos";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"7465";746;"SNOPEK, Carlos Daniel";"Jujuy";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"7481";748;"SOLA, Felipe Carlos";"Buenos Aires";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"7513";751;"SOLANAS, Raúl Patricio";"Entre Ríos";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"7543";754;"SOTO, Gladys Beatriz";"Chaco";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;3
"7553";755;"SPATOLA, Paola Rosana";"Buenos Aires";71;"#ffffff";"Guardia Peronista";"Guardia Peronista";2008;3
"7611";761;"STORNI, Silvia";"Córdoba";147;"#d62728";"Unión Cívica Radical";"UCR";2008;3
"7633";763;"SYLVESTRE BEGNIS, Juan Héctor";"Santa Fe";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"7683";768;"THOMAS, Enrique Luis";"Mendoza";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"7733";773;"TOMAZ, Adriana Elisa";"Buenos Aires";106;"#ffffff";"Partido Unidad Federalista";"Partido Unidad Federalista";2008;3
"7761";776;"TORFE, Mónica Liliana";"Salta";127;"#ffffff";"Renovador de Salta";"Renovador de Salta";2008;1
"7794";779;"TORRONTEGUI, María Angélica";"San Luis";53;"#ffffff";"Frente Justicia Unión y Libertad";"Frente Justicia Unión y Libertad";2008;3
"7861";786;"URLICH, Carlos";"Chaco";147;"#d62728";"Unión Cívica Radical";"UCR";2008;2
"7883";788;"VACA NARVAJA, Patricia";"Córdoba";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
"7925";792;"VARGAS AIGNASSE, Gerónimo";"Tucumán";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;4
"7933";793;"VARISCO, Sergio Fausto";"Entre Ríos";147;"#d62728";"Unión Cívica Radical";"UCR";2008;3
"7952";795;"VAZQUEZ de TABERNISE, Silvia Beatriz";"Buenos Aires";26;"#ffffff";"De la Concertación";"De la Concertación";2008;2
"7981";798;"VEGA, Juan Carlos";"Córdoba";17;"#2ca02c";"Coalición Cívica - ARI - GEN - UPT";"CC-ARI-GEN";2008;3
"7993";799;"VELARDE, Marta Sylvia";"Santiago del Estero";73;"#ffffff";"Justicialismo Republicano";"Justicialismo Republicano";2008;3
"8021";802;"VIALE, Lisandro Alfredo";"Entre Ríos";104;"#fa58f4";"Partido Socialista";"PS";2008;3
"8041";804;"VILARIÑO, José Antonio";"Salta";56;"#1f77b4";"Frente para la Victoria - PJ";"FPV";2008;1
